Año;Tipo territorio;Código territorio;Territorio;Edad;Nacionalidad;Valor;Unidad;Estado dato
2010;Municipios;0072;Alcorcón;De 15 a 19 años;Españolas;11;Número;
2010;Municipios;0088;Aldea del Fresno;De 15 a 19 años;Españolas;1;Número;
2010;Municipios;0091;Algete;De 15 a 19 años;Españolas;4;Número;
2010;Municipios;0105;Alpedrete;De 15 a 19 años;Españolas;1;Número;
2010;Municipios;0112;Ambite;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0127;Anchuelo;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0133;Aranjuez;De 15 a 19 años;Españolas;8;Número;
2010;Municipios;0148;Arganda del Rey;De 15 a 19 años;Españolas;4;Número;
2010;Municipios;0151;Arroyomolinos;De 15 a 19 años;Españolas;1;Número;
2010;Municipios;0164;Atazar (El);De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0170;Batres;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0186;Becerril de la Sierra;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0199;Belmonte de Tajo;De 15 a 19 años;Españolas;1;Número;
2010;Municipios;0210;Berrueco (El);De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0203;Berzosa del Lozoya;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0225;Boadilla del Monte;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0231;Boalo (El);De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0246;Braojos;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0259;Brea de Tajo;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0262;Brunete;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0278;Buitrago del Lozoya;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0284;Bustarviejo;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0297;Cabanillas de la Sierra;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0301;Cabrera (La);De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0318;Cadalso de los Vidrios;De 15 a 19 años;Españolas;1;Número;
2010;Municipios;0323;Camarma de Esteruelas;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0339;Campo Real;De 15 a 19 años;Españolas;1;Número;
2010;Municipios;0344;Canencia;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0357;Carabaña;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0360;Casarrubuelos;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0376;Cenicientos;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0382;Cercedilla;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0395;Cervera de Buitrago;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0513;Chapinería;De 15 a 19 años;Españolas;1;Número;
2010;Municipios;0528;Chinchón;De 15 a 19 años;Españolas;1;Número;
2010;Municipios;0409;Ciempozuelos;De 15 a 19 años;Españolas;4;Número;
2010;Municipios;0416;Cobeña;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0468;Collado Mediano;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0474;Collado Villalba;De 15 a 19 años;Españolas;5;Número;
2010;Municipios;0437;Colmenar de Oreja;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0421;Colmenar del Arroyo;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0455;Colmenar Viejo;De 15 a 19 años;Españolas;8;Número;
2010;Municipios;0442;Colmenarejo;De 15 a 19 años;Españolas;1;Número;
2010;Municipios;0480;Corpa;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0493;Coslada;De 15 a 19 años;Españolas;9;Número;
2010;Municipios;0506;Cubas de la Sagra;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0534;Daganzo de Arriba;De 15 a 19 años;Españolas;1;Número;
2010;Municipios;0549;Escorial (El);De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0552;Estremera;De 15 a 19 años;Españolas;1;Número;
2010;Municipios;0565;Fresnedillas de la Oliva;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0571;Fresno de Torote;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0587;Fuenlabrada;De 15 a 19 años;Españolas;18;Número;
2010;Municipios;0590;Fuente el Saz de Jarama;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0604;Fuentidueña de Tajo;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0611;Galapagar;De 15 a 19 años;Españolas;2;Número;
2010;Municipios;0626;Garganta de los Montes;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0647;Gascones;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0650;Getafe;De 15 a 19 años;Españolas;14;Número;
2010;Municipios;0663;Griñón;De 15 a 19 años;Españolas;1;Número;
2010;Municipios;0679;Guadalix de la Sierra;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0685;Guadarrama;De 15 a 19 años;Españolas;3;Número;
2010;Municipios;0698;Hiruela (La);De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0702;Horcajo de la Sierra-Aoslos;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0719;Horcajuelo de la Sierra;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0724;Hoyo de Manzanares;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0730;Humanes de Madrid;De 15 a 19 años;Españolas;3;Número;
2010;Municipios;0745;Leganés;De 15 a 19 años;Españolas;17;Número;
2010;Municipios;0758;Loeches;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0761;Lozoya;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0783;Madarcos;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0796;Madrid;De 15 a 19 años;Españolas;486;Número;
2010;Municipios;0800;Majadahonda;De 15 a 19 años;Españolas;4;Número;
2010;Municipios;0822;Manzanares el Real;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0838;Meco;De 15 a 19 años;Españolas;2;Número;
2010;Municipios;0843;Mejorada del Campo;De 15 a 19 años;Españolas;3;Número;
2010;Municipios;0856;Miraflores de la Sierra;De 15 a 19 años;Españolas;2;Número;
2010;Municipios;0869;Molar (El);De 15 a 19 años;Españolas;1;Número;
2010;Municipios;0875;Molinos (Los);De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0881;Montejo de la Sierra;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0894;Moraleja de Enmedio;De 15 a 19 años;Españolas;1;Número;
2010;Municipios;0908;Moralzarzal;De 15 a 19 años;Españolas;3;Número;
2010;Municipios;0915;Morata de Tajuña;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0920;Móstoles;De 15 a 19 años;Españolas;25;Número;
2010;Municipios;0936;Navacerrada;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0941;Navalafuente;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0954;Navalagamella;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0967;Navalcarnero;De 15 a 19 años;Españolas;1;Número;
2010;Municipios;0973;Navarredonda y San Mamés;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;0992;Navas del Rey;De 15 a 19 años;Españolas;2;Número;
2010;Municipios;1006;Nuevo Baztán;De 15 a 19 años;Españolas;1;Número;
2010;Municipios;1013;Olmeda de las Fuentes;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1028;Orusco de Tajuña;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1049;Paracuellos de Jarama;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1065;Parla;De 15 a 19 años;Españolas;18;Número;
2010;Municipios;1071;Patones;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1087;Pedrezuela;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1090;Pelayos de la Presa;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1104;Perales de Tajuña;De 15 a 19 años;Españolas;1;Número;
2010;Municipios;1111;Pezuela de las Torres;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1126;Pinilla del Valle;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1132;Pinto;De 15 a 19 años;Españolas;3;Número;
2010;Municipios;1147;Piñuécar-Gandullas;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1150;Pozuelo de Alarcón;De 15 a 19 años;Españolas;1;Número;
2010;Municipios;1163;Pozuelo del Rey;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1179;Prádena del Rincón;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1185;Puebla de la Sierra;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;9020;Puentes Viejas;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1198;Quijorna;De 15 a 19 años;Españolas;2;Número;
2010;Municipios;1202;Rascafría;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1219;Redueña;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1224;Ribatejada;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1230;Rivas-Vaciamadrid;De 15 a 19 años;Españolas;7;Número;
2010;Municipios;1245;Robledillo de la Jara;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1258;Robledo de Chavela;De 15 a 19 años;Españolas;2;Número;
2010;Municipios;1261;Robregordo;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1277;Rozas de Madrid (Las);De 15 a 19 años;Españolas;1;Número;
2010;Municipios;1283;Rozas de Puerto Real;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1296;San Agustín del Guadalix;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1300;San Fernando de Henares;De 15 a 19 años;Españolas;3;Número;
2010;Municipios;1317;San Lorenzo de El Escorial;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1322;San Martín de la Vega;De 15 a 19 años;Españolas;2;Número;
2010;Municipios;1338;San Martín de Valdeiglesias;De 15 a 19 años;Españolas;1;Número;
2010;Municipios;1343;San Sebastián de los Reyes;De 15 a 19 años;Españolas;8;Número;
2010;Municipios;1356;Santa María de la Alameda;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1369;Santorcaz;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1375;Santos de la Humosa (Los);De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1381;Serna del Monte (La);De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1408;Serranillos del Valle;De 15 a 19 años;Españolas;1;Número;
2010;Municipios;1415;Sevilla la Nueva;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1436;Somosierra;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1441;Soto del Real;De 15 a 19 años;Españolas;1;Número;
2010;Municipios;1454;Talamanca de Jarama;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1467;Tielmes;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1473;Titulcia;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1489;Torrejón de Ardoz;De 15 a 19 años;Españolas;20;Número;
2010;Municipios;1492;Torrejón de la Calzada;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1505;Torrejón de Velasco;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1512;Torrelaguna;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1527;Torrelodones;De 15 a 19 años;Españolas;1;Número;
2010;Municipios;1533;Torremocha de Jarama;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1548;Torres de la Alameda;De 15 a 19 años;Españolas;1;Número;
2010;Municipios;9036;Tres Cantos;De 15 a 19 años;Españolas;2;Número;
2010;Municipios;1551;Valdaracete;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1564;Valdeavero;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1570;Valdelaguna;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1586;Valdemanco;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1599;Valdemaqueda;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1603;Valdemorillo;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1610;Valdemoro;De 15 a 19 años;Españolas;6;Número;
2010;Municipios;1625;Valdeolmos-Alalpardo;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1631;Valdepiélagos;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1646;Valdetorres de Jarama;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1659;Valdilecha;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1662;Valverde de Alcalá;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1678;Velilla de San Antonio;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1684;Vellón (El);De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1697;Venturada;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1718;Villa del Prado;De 15 a 19 años;Españolas;2;Número;
2010;Municipios;1701;Villaconejos;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1723;Villalbilla;De 15 a 19 años;Españolas;1;Número;
2010;Municipios;1739;Villamanrique de Tajo;De 15 a 19 años;Españolas;2;Número;
2010;Municipios;1744;Villamanta;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1757;Villamantilla;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1760;Villanueva de la Cañada;De 15 a 19 años;Españolas;1;Número;
2010;Municipios;1782;Villanueva de Perales;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1776;Villanueva del Pardillo;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1795;Villar del Olmo;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1809;Villarejo de Salvanés;De 15 a 19 años;Españolas;1;Número;
2010;Municipios;1816;Villaviciosa de Odón;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1821;Villavieja del Lozoya;De 15 a 19 años;Españolas;0;Número;
2010;Municipios;1837;Zarzalejo;De 15 a 19 años;Españolas;0;Número;
2010;Zonas Estadísticas;03;Este Metropolitano;De 15 a 19 años;Españolas;63;Número;
2010;Zonas Estadísticas;01;Municipio de Madrid;De 15 a 19 años;Españolas;486;Número;
2010;Zonas Estadísticas;07;Nordeste Comunidad;De 15 a 19 años;Españolas;4;Número;
2010;Zonas Estadísticas;02;Norte Metropolitano;De 15 a 19 años;Españolas;32;Número;
2010;Zonas Estadísticas;05;Oeste Metropolitano;De 15 a 19 años;Españolas;15;Número;
2010;Zonas Estadísticas;11;Sierra Central;De 15 a 19 años;Españolas;11;Número;
2010;Zonas Estadísticas;06;Sierra Norte;De 15 a 19 años;Españolas;0;Número;
2010;Zonas Estadísticas;10;Sierra Sur;De 15 a 19 años;Españolas;7;Número;
2010;Zonas Estadísticas;08;Sudeste Comunidad;De 15 a 19 años;Españolas;11;Número;
2010;Zonas Estadísticas;09;Sudoeste Comunidad;De 15 a 19 años;Españolas;10;Número;
2010;Zonas Estadísticas;04;Sur Metropolitano;De 15 a 19 años;Españolas;129;Número;
2011;Comunidad de Madrid;;Comunidad de Madrid;De 15 a 19 años;Españolas;776;Número;
2011;Municipios;0014;Acebeda (La);De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0029;Ajalvir;De 15 a 19 años;Españolas;1;Número;
2011;Municipios;0035;Alameda del Valle;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0040;Álamo (El);De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0053;Alcalá de Henares;De 15 a 19 años;Españolas;27;Número;
2011;Municipios;0066;Alcobendas;De 15 a 19 años;Españolas;4;Número;
2011;Municipios;0072;Alcorcón;De 15 a 19 años;Españolas;14;Número;
2011;Municipios;0088;Aldea del Fresno;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0091;Algete;De 15 a 19 años;Españolas;1;Número;
2011;Municipios;0105;Alpedrete;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0112;Ambite;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0127;Anchuelo;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0133;Aranjuez;De 15 a 19 años;Españolas;10;Número;
2011;Municipios;0148;Arganda del Rey;De 15 a 19 años;Españolas;2;Número;
2011;Municipios;0151;Arroyomolinos;De 15 a 19 años;Españolas;3;Número;
2011;Municipios;0164;Atazar (El);De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0170;Batres;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0186;Becerril de la Sierra;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0199;Belmonte de Tajo;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0210;Berrueco (El);De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0203;Berzosa del Lozoya;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0225;Boadilla del Monte;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0231;Boalo (El);De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0246;Braojos;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0259;Brea de Tajo;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0262;Brunete;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0278;Buitrago del Lozoya;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0284;Bustarviejo;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0297;Cabanillas de la Sierra;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0301;Cabrera (La);De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0318;Cadalso de los Vidrios;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0323;Camarma de Esteruelas;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0339;Campo Real;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0344;Canencia;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0357;Carabaña;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0360;Casarrubuelos;De 15 a 19 años;Españolas;1;Número;
2011;Municipios;0376;Cenicientos;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0382;Cercedilla;De 15 a 19 años;Españolas;1;Número;
2011;Municipios;0395;Cervera de Buitrago;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0513;Chapinería;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0528;Chinchón;De 15 a 19 años;Españolas;1;Número;
2011;Municipios;0409;Ciempozuelos;De 15 a 19 años;Españolas;5;Número;
2011;Municipios;0416;Cobeña;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0468;Collado Mediano;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0474;Collado Villalba;De 15 a 19 años;Españolas;3;Número;
2011;Municipios;0437;Colmenar de Oreja;De 15 a 19 años;Españolas;1;Número;
2011;Municipios;0421;Colmenar del Arroyo;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0455;Colmenar Viejo;De 15 a 19 años;Españolas;6;Número;
2011;Municipios;0442;Colmenarejo;De 15 a 19 años;Españolas;1;Número;
2011;Municipios;0480;Corpa;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0493;Coslada;De 15 a 19 años;Españolas;4;Número;
2011;Municipios;0506;Cubas de la Sagra;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0534;Daganzo de Arriba;De 15 a 19 años;Españolas;2;Número;
2011;Municipios;0549;Escorial (El);De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0552;Estremera;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0565;Fresnedillas de la Oliva;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0571;Fresno de Torote;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0587;Fuenlabrada;De 15 a 19 años;Españolas;25;Número;
2011;Municipios;0590;Fuente el Saz de Jarama;De 15 a 19 años;Españolas;1;Número;
2011;Municipios;0604;Fuentidueña de Tajo;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0611;Galapagar;De 15 a 19 años;Españolas;4;Número;
2011;Municipios;0626;Garganta de los Montes;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0647;Gascones;De 15 a 19 años;Españolas;0;Número;
2011;Municipios;0650;Getafe;De 15 a 19 años;Españolas;20;Número;
2011;Municipios;0663;Griñón;De 15 a 19 años;Españolas;1;Número;
2011;Municipios;0679;Guadalix de la Sierra;De 15 a 19 años;Españolas;1;Número;
2011;Municipios;0685;Guadarrama;De 15 a 19 años;Españolas;1;Número;
